battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range,source,edge_case_type
1273.0,0.0,1.3,0.0,8.0,0.0,55.0,0.8,133.0,3.0,7.0,434.0,805.0,3918.0,7.0,13.0,19.0,1.0,0.0,1.0,3,synthetic_train,
1521.0,0.0,1.2,0.0,7.0,0.0,46.0,0.7,102.0,1.0,15.0,1215.0,1104.0,2578.0,9.0,2.0,6.0,0.0,1.0,0.0,2,synthetic_train,
1704.0,1.0,1.9,1.0,19.0,0.0,16.0,0.6,117.0,8.0,8.0,1698.0,1860.0,3520.0,10.0,8.0,9.0,1.0,0.0,0.0,3,synthetic_train,
1090.0,0.0,1.7,0.0,15.0,1.0,49.0,0.7,96.0,3.0,9.0,1858.0,1574.0,3557.0,6.0,11.0,7.0,0.0,0.0,1.0,3,synthetic_train,
1742.0,0.0,2.1,1.0,18.0,1.0,7.0,0.8,98.0,7.0,7.0,1195.0,1773.0,1290.0,7.0,11.0,6.0,1.0,0.0,0.0,1,synthetic_train,
976.0,0.0,2.9,0.0,11.0,0.0,26.0,0.7,170.0,2.0,19.0,1038.0,1531.0,944.0,7.0,17.0,8.0,0.0,0.0,0.0,1,synthetic_train,
1976.0,1.0,1.2,1.0,18.0,1.0,24.0,0.8,95.0,5.0,14.0,1600.0,1401.0,855.0,19.0,9.0,6.0,1.0,0.0,1.0,1,synthetic_train,
1256.0,0.0,2.2,1.0,14.0,1.0,43.0,0.2,136.0,2.0,13.0,1915.0,761.0,3228.0,19.0,7.0,15.0,0.0,0.0,0.0,2,synthetic_train,
1604.0,1.0,0.6,1.0,14.0,0.0,35.0,0.7,131.0,2.0,9.0,54.0,1993.0,2761.0,14.0,17.0,17.0,0.0,1.0,0.0,2,synthetic_train,
1812.0,1.0,1.2,0.0,3.0,1.0,40.0,0.8,85.0,4.0,11.0,608.0,1454.0,3493.0,15.0,6.0,5.0,1.0,0.0,1.0,3,synthetic_train,
1688.0,0.0,1.7,1.0,11.0,0.0,32.0,0.4,180.0,7.0,18.0,654.0,1501.0,2154.0,7.0,10.0,11.0,0.0,0.0,0.0,2,synthetic_train,
1776.0,1.0,0.6,1.0,14.0,0.0,48.0,0.9,199.0,3.0,13.0,1106.0,1141.0,3910.0,5.0,0.0,7.0,1.0,1.0,1.0,3,synthetic_train,
1304.0,1.0,2.0,1.0,15.0,0.0,12.0,0.4,157.0,7.0,17.0,578.0,1927.0,3602.0,10.0,3.0,18.0,1.0,0.0,1.0,3,synthetic_train,
565.0,0.0,2.2,0.0,19.0,1.0,47.0,0.3,161.0,1.0,0.0,609.0,1175.0,3282.0,19.0,1.0,3.0,0.0,0.0,1.0,2,synthetic_train,
1239.0,1.0,2.4,1.0,6.0,1.0,5.0,0.9,108.0,3.0,18.0,47.0,785.0,3262.0,12.0,7.0,9.0,0.0,0.0,0.0,2,synthetic_train,
772.0,0.0,1.8,0.0,6.0,0.0,7.0,0.3,182.0,5.0,19.0,7.0,770.0,719.0,17.0,17.0,8.0,0.0,1.0,0.0,0,synthetic_train,
1833.0,0.0,2.0,0.0,19.0,1.0,47.0,0.5,174.0,4.0,14.0,882.0,1546.0,3043.0,10.0,1.0,8.0,1.0,1.0,0.0,3,synthetic_train,
855.0,0.0,1.5,1.0,19.0,0.0,11.0,0.4,133.0,5.0,20.0,1955.0,1616.0,3801.0,9.0,18.0,19.0,1.0,1.0,1.0,3,synthetic_train,
842.0,1.0,0.6,1.0,3.0,0.0,50.0,0.9,165.0,6.0,11.0,579.0,808.0,1349.0,17.0,16.0,12.0,0.0,1.0,1.0,0,synthetic_train,
874.0,1.0,0.7,0.0,7.0,0.0,10.0,0.5,195.0,1.0,5.0,470.0,1546.0,3306.0,12.0,0.0,9.0,0.0,0.0,0.0,2,synthetic_train,
1463.0,0.0,2.1,0.0,18.0,1.0,11.0,0.7,152.0,6.0,12.0,518.0,1995.0,1566.0,15.0,0.0,17.0,0.0,0.0,1.0,2,synthetic_train,
1356.0,1.0,3.0,1.0,3.0,1.0,60.0,0.8,104.0,7.0,13.0,1908.0,1297.0,1050.0,15.0,17.0,16.0,0.0,1.0,1.0,1,synthetic_train,
1923.0,1.0,0.5,1.0,15.0,0.0,13.0,0.7,119.0,7.0,3.0,1301.0,1954.0,2990.0,15.0,11.0,4.0,1.0,1.0,1.0,3,synthetic_train,
1124.0,1.0,1.9,0.0,2.0,1.0,59.0,0.9,102.0,3.0,4.0,1280.0,734.0,874.0,15.0,3.0,10.0,1.0,0.0,0.0,0,synthetic_train,
923.0,1.0,2.4,1.0,3.0,1.0,23.0,0.8,120.0,3.0,6.0,371.0,1103.0,2057.0,17.0,18.0,9.0,0.0,1.0,0.0,0,synthetic_train,
573.0,0.0,2.6,1.0,15.0,1.0,52.0,0.5,187.0,8.0,11.0,1772.0,1334.0,3760.0,11.0,10.0,10.0,1.0,1.0,1.0,3,synthetic_train,
510.0,1.0,1.9,1.0,12.0,0.0,61.0,1.0,102.0,7.0,3.0,385.0,1036.0,843.0,9.0,12.0,8.0,0.0,1.0,1.0,0,synthetic_train,
1060.0,0.0,2.0,0.0,11.0,1.0,9.0,0.6,187.0,8.0,16.0,1896.0,650.0,838.0,12.0,12.0,17.0,0.0,1.0,1.0,0,synthetic_train,
1888.0,0.0,2.2,1.0,17.0,0.0,22.0,0.1,114.0,8.0,2.0,1867.0,1186.0,3785.0,9.0,3.0,20.0,1.0,1.0,0.0,3,synthetic_train,
1285.0,0.0,2.6,1.0,6.0,0.0,38.0,0.3,140.0,4.0,19.0,1113.0,1008.0,3164.0,5.0,6.0,2.0,0.0,1.0,0.0,3,synthetic_train,
1840.0,1.0,0.8,1.0,10.0,0.0,56.0,0.7,143.0,2.0,14.0,1702.0,805.0,1983.0,10.0,2.0,18.0,0.0,1.0,0.0,1,synthetic_train,
652.0,1.0,2.8,1.0,12.0,1.0,13.0,0.2,95.0,2.0,7.0,1960.0,1058.0,1772.0,12.0,10.0,18.0,0.0,0.0,1.0,1,synthetic_train,
639.0,0.0,0.6,0.0,14.0,1.0,13.0,0.6,102.0,3.0,7.0,1138.0,1126.0,3864.0,12.0,18.0,8.0,0.0,0.0,0.0,2,synthetic_train,
1750.0,0.0,2.6,0.0,6.0,1.0,25.0,0.4,116.0,7.0,14.0,1504.0,1824.0,2965.0,10.0,11.0,11.0,0.0,1.0,1.0,3,synthetic_train,
660.0,0.0,0.7,0.0,12.0,1.0,14.0,0.6,87.0,3.0,1.0,1158.0,1236.0,3655.0,15.0,13.0,3.0,1.0,0.0,0.0,3,synthetic_train,
577.0,1.0,1.0,0.0,8.0,1.0,18.0,0.1,171.0,3.0,15.0,1027.0,1122.0,599.0,9.0,3.0,8.0,1.0,1.0,0.0,0,synthetic_train,
1106.0,0.0,0.5,0.0,10.0,1.0,10.0,0.9,146.0,7.0,11.0,656.0,1083.0,2241.0,14.0,10.0,6.0,0.0,1.0,0.0,1,synthetic_train,
1887.0,1.0,1.6,0.0,17.0,1.0,54.0,0.4,182.0,2.0,4.0,1284.0,1397.0,2969.0,9.0,18.0,19.0,1.0,0.0,0.0,3,synthetic_train,
1534.0,0.0,1.3,1.0,7.0,1.0,52.0,0.2,184.0,6.0,18.0,524.0,913.0,389.0,19.0,1.0,4.0,0.0,0.0,0.0,0,synthetic_train,
648.0,0.0,0.9,1.0,13.0,1.0,11.0,0.5,122.0,5.0,13.0,380.0,1811.0,2172.0,14.0,3.0,8.0,0.0,0.0,0.0,1,synthetic_train,
1755.0,1.0,1.6,1.0,18.0,1.0,35.0,0.5,178.0,8.0,3.0,540.0,1127.0,464.0,13.0,13.0,11.0,1.0,1.0,0.0,0,synthetic_train,
1765.0,0.0,1.5,1.0,15.0,0.0,42.0,0.7,87.0,4.0,13.0,21.0,1138.0,3626.0,11.0,0.0,20.0,0.0,0.0,1.0,3,synthetic_train,
1701.0,0.0,2.4,0.0,19.0,0.0,41.0,0.6,131.0,5.0,8.0,1831.0,595.0,2804.0,16.0,3.0,17.0,1.0,0.0,0.0,2,synthetic_train,
1853.0,0.0,2.7,0.0,11.0,1.0,63.0,0.1,160.0,7.0,16.0,503.0,1824.0,961.0,11.0,17.0,19.0,0.0,0.0,1.0,1,synthetic_train,
859.0,1.0,2.1,0.0,5.0,0.0,42.0,0.9,136.0,8.0,10.0,1568.0,1206.0,2207.0,17.0,0.0,7.0,1.0,1.0,0.0,1,synthetic_train,
1969.0,0.0,0.8,0.0,19.0,1.0,45.0,0.5,169.0,6.0,20.0,852.0,704.0,665.0,7.0,8.0,7.0,0.0,0.0,0.0,1,synthetic_train,
981.0,0.0,1.2,0.0,12.0,1.0,4.0,0.2,183.0,6.0,19.0,665.0,756.0,3264.0,17.0,6.0,12.0,0.0,1.0,1.0,2,synthetic_train,
1703.0,0.0,2.8,1.0,4.0,1.0,6.0,0.8,131.0,8.0,0.0,447.0,1046.0,990.0,19.0,7.0,8.0,1.0,1.0,0.0,0,synthetic_train,
1369.0,1.0,0.7,1.0,6.0,1.0,40.0,0.7,113.0,8.0,8.0,1609.0,1669.0,2529.0,8.0,4.0,2.0,0.0,0.0,1.0,2,synthetic_train,
1669.0,1.0,1.5,1.0,5.0,0.0,59.0,0.7,150.0,6.0,4.0,1008.0,641.0,550.0,8.0,5.0,17.0,0.0,1.0,1.0,1,synthetic_train,
1441.0,1.0,2.9,0.0,16.0,0.0,27.0,0.5,185.0,3.0,9.0,881.0,680.0,847.0,19.0,14.0,3.0,0.0,0.0,0.0,0,synthetic_train,
1463.0,0.0,2.9,1.0,1.0,1.0,42.0,0.5,199.0,6.0,3.0,1290.0,1340.0,3924.0,11.0,0.0,5.0,1.0,0.0,0.0,3,synthetic_train,
1424.0,1.0,1.5,1.0,14.0,1.0,15.0,0.6,178.0,2.0,11.0,1573.0,1248.0,1700.0,15.0,2.0,19.0,1.0,0.0,1.0,2,synthetic_train,
1668.0,0.0,2.2,0.0,11.0,0.0,30.0,0.1,109.0,5.0,3.0,1286.0,1934.0,715.0,7.0,5.0,15.0,1.0,1.0,0.0,1,synthetic_train,
1608.0,1.0,1.6,0.0,1.0,1.0,49.0,0.4,104.0,4.0,13.0,917.0,1627.0,2875.0,11.0,15.0,14.0,1.0,1.0,0.0,3,synthetic_train,
701.0,1.0,2.4,1.0,12.0,0.0,43.0,1.0,149.0,8.0,9.0,1752.0,1484.0,1007.0,15.0,7.0,4.0,1.0,1.0,0.0,0,synthetic_train,
1739.0,1.0,0.6,0.0,15.0,1.0,9.0,0.7,128.0,5.0,20.0,1756.0,1003.0,2462.0,18.0,0.0,6.0,0.0,1.0,0.0,2,synthetic_train,
1304.0,1.0,0.9,1.0,14.0,1.0,57.0,0.5,153.0,8.0,18.0,1894.0,1438.0,3286.0,11.0,9.0,5.0,1.0,0.0,1.0,3,synthetic_train,
984.0,1.0,2.0,0.0,10.0,1.0,60.0,0.3,191.0,7.0,12.0,178.0,1375.0,2814.0,6.0,11.0,14.0,1.0,1.0,1.0,1,synthetic_train,
1271.0,0.0,1.1,0.0,6.0,0.0,32.0,0.8,146.0,7.0,9.0,1746.0,916.0,1179.0,11.0,8.0,11.0,1.0,1.0,1.0,1,synthetic_train,
1950.0,1.0,2.2,1.0,3.0,0.0,23.0,0.3,123.0,2.0,15.0,378.0,1055.0,1142.0,14.0,1.0,8.0,1.0,0.0,1.0,1,synthetic_train,
1786.0,1.0,1.4,0.0,0.0,1.0,35.0,0.2,185.0,7.0,14.0,1216.0,1895.0,1088.0,18.0,16.0,16.0,1.0,1.0,1.0,1,synthetic_train,
1750.0,1.0,2.7,0.0,7.0,1.0,52.0,0.2,133.0,3.0,2.0,1290.0,1306.0,2621.0,17.0,16.0,16.0,1.0,1.0,1.0,3,synthetic_train,
1194.0,1.0,2.5,0.0,12.0,0.0,30.0,0.8,153.0,5.0,7.0,403.0,1206.0,2772.0,16.0,17.0,16.0,0.0,1.0,0.0,1,synthetic_train,
1676.0,0.0,1.7,0.0,0.0,0.0,3.0,0.7,96.0,4.0,20.0,15.0,1694.0,2205.0,7.0,18.0,4.0,0.0,0.0,0.0,1,synthetic_train,
1077.0,1.0,2.4,1.0,19.0,1.0,6.0,0.2,141.0,3.0,6.0,1850.0,900.0,1748.0,12.0,6.0,13.0,0.0,0.0,1.0,2,synthetic_train,
1529.0,0.0,1.2,0.0,11.0,0.0,53.0,0.2,131.0,8.0,0.0,1747.0,829.0,488.0,13.0,8.0,5.0,1.0,1.0,0.0,0,synthetic_train,
1459.0,1.0,1.7,0.0,5.0,1.0,51.0,0.7,94.0,8.0,17.0,342.0,1980.0,3383.0,12.0,18.0,7.0,0.0,0.0,0.0,3,synthetic_train,
874.0,1.0,1.0,1.0,19.0,0.0,50.0,0.6,105.0,5.0,19.0,1179.0,1704.0,2727.0,18.0,8.0,20.0,0.0,1.0,0.0,2,synthetic_train,
899.0,0.0,2.7,1.0,3.0,0.0,9.0,0.7,165.0,1.0,13.0,296.0,1134.0,2645.0,19.0,16.0,9.0,1.0,1.0,1.0,1,synthetic_train,
591.0,1.0,2.6,0.0,19.0,0.0,12.0,0.3,101.0,2.0,13.0,1110.0,1918.0,644.0,8.0,12.0,16.0,0.0,1.0,0.0,0,synthetic_train,
709.0,1.0,2.8,1.0,5.0,1.0,26.0,0.8,95.0,2.0,7.0,622.0,1056.0,1334.0,19.0,17.0,6.0,1.0,0.0,0.0,0,synthetic_train,
1150.0,1.0,2.7,0.0,7.0,1.0,16.0,0.9,86.0,8.0,7.0,1474.0,1512.0,1393.0,17.0,0.0,20.0,1.0,1.0,1.0,1,synthetic_train,
1216.0,0.0,2.9,1.0,8.0,0.0,26.0,0.6,83.0,4.0,19.0,1124.0,552.0,2494.0,15.0,13.0,7.0,0.0,0.0,1.0,1,synthetic_train,
747.0,0.0,1.1,1.0,19.0,0.0,37.0,0.3,132.0,1.0,18.0,976.0,1545.0,3202.0,10.0,15.0,5.0,1.0,1.0,0.0,2,synthetic_train,
1125.0,1.0,2.8,1.0,5.0,1.0,19.0,0.7,139.0,5.0,10.0,1336.0,767.0,3499.0,16.0,3.0,8.0,1.0,0.0,1.0,2,synthetic_train,
1406.0,1.0,1.9,0.0,19.0,0.0,9.0,0.4,155.0,8.0,6.0,933.0,861.0,2210.0,13.0,13.0,5.0,0.0,1.0,1.0,1,synthetic_train,
848.0,1.0,1.6,0.0,6.0,1.0,27.0,0.1,149.0,5.0,3.0,26.0,1712.0,1620.0,18.0,3.0,13.0,1.0,0.0,1.0,0,synthetic_train,
1007.0,1.0,1.9,1.0,5.0,1.0,47.0,0.4,144.0,4.0,0.0,1168.0,808.0,1783.0,15.0,17.0,4.0,1.0,1.0,0.0,1,synthetic_train,
1051.0,0.0,1.4,1.0,12.0,0.0,40.0,0.9,200.0,2.0,10.0,1525.0,1223.0,3012.0,19.0,17.0,5.0,1.0,0.0,0.0,2,synthetic_train,
1257.0,1.0,1.2,0.0,13.0,0.0,22.0,0.5,110.0,8.0,11.0,961.0,1880.0,1446.0,11.0,0.0,15.0,0.0,1.0,0.0,1,synthetic_train,
1049.0,0.0,1.1,0.0,6.0,1.0,21.0,0.9,166.0,1.0,14.0,343.0,1931.0,1812.0,6.0,9.0,2.0,0.0,1.0,1.0,0,synthetic_train,
1605.0,1.0,0.7,0.0,2.0,0.0,38.0,0.6,89.0,8.0,16.0,15.0,1165.0,3198.0,12.0,7.0,10.0,0.0,1.0,0.0,3,synthetic_train,
991.0,1.0,1.7,1.0,7.0,1.0,12.0,0.6,182.0,2.0,7.0,581.0,625.0,2288.0,19.0,16.0,15.0,0.0,0.0,1.0,2,synthetic_train,
1150.0,1.0,2.7,0.0,10.0,0.0,54.0,0.1,123.0,2.0,3.0,1506.0,930.0,2006.0,14.0,6.0,10.0,1.0,1.0,0.0,1,synthetic_train,
1069.0,1.0,2.1,1.0,0.0,1.0,56.0,0.7,121.0,3.0,17.0,631.0,1423.0,3002.0,15.0,13.0,2.0,1.0,1.0,0.0,2,synthetic_train,
774.0,0.0,1.8,1.0,1.0,0.0,3.0,0.2,96.0,1.0,16.0,1875.0,1005.0,1336.0,14.0,2.0,5.0,1.0,1.0,1.0,1,synthetic_train,
1528.0,0.0,1.6,1.0,18.0,1.0,63.0,0.5,141.0,1.0,11.0,651.0,1579.0,482.0,13.0,4.0,20.0,0.0,1.0,0.0,0,synthetic_train,
853.0,0.0,1.7,0.0,0.0,1.0,3.0,0.3,128.0,2.0,0.0,838.0,1987.0,3206.0,5.0,18.0,16.0,1.0,0.0,1.0,2,synthetic_train,
945.0,1.0,1.0,1.0,8.0,0.0,30.0,0.5,197.0,6.0,9.0,1491.0,1431.0,1958.0,11.0,7.0,8.0,1.0,1.0,1.0,1,synthetic_train,
1689.0,0.0,2.6,1.0,15.0,1.0,44.0,0.6,101.0,7.0,13.0,1203.0,1436.0,1474.0,6.0,14.0,18.0,1.0,0.0,0.0,1,synthetic_train,
1923.0,1.0,1.0,0.0,6.0,1.0,22.0,0.1,130.0,2.0,18.0,80.0,1294.0,612.0,10.0,18.0,2.0,0.0,0.0,1.0,1,synthetic_train,
1506.0,0.0,2.3,1.0,9.0,1.0,14.0,0.4,188.0,6.0,10.0,149.0,779.0,3723.0,15.0,18.0,2.0,1.0,1.0,1.0,3,synthetic_train,
1874.0,0.0,2.4,1.0,1.0,0.0,4.0,1.0,177.0,3.0,9.0,385.0,1366.0,2969.0,17.0,0.0,18.0,0.0,0.0,1.0,3,synthetic_train,
1781.0,0.0,1.9,1.0,15.0,0.0,47.0,0.2,172.0,4.0,7.0,1709.0,1896.0,1281.0,8.0,4.0,14.0,1.0,1.0,0.0,2,synthetic_train,
1221.0,0.0,2.7,1.0,12.0,0.0,4.0,0.4,143.0,3.0,8.0,43.0,1533.0,2531.0,14.0,13.0,13.0,0.0,1.0,0.0,2,synthetic_train,
1655.0,0.0,1.2,0.0,17.0,1.0,32.0,0.4,185.0,8.0,0.0,140.0,1627.0,1994.0,8.0,17.0,8.0,0.0,1.0,0.0,1,synthetic_train,
992.0,0.0,2.7,1.0,17.0,1.0,26.0,0.4,107.0,5.0,2.0,1526.0,1794.0,1479.0,8.0,18.0,17.0,1.0,1.0,1.0,2,synthetic_train,
1190.0,1.0,2.3,1.0,7.0,0.0,62.0,0.7,177.0,5.0,15.0,1221.0,1080.0,1422.0,19.0,13.0,13.0,0.0,1.0,0.0,1,synthetic_train,
1303.0,1.0,2.5,0.0,0.0,0.0,60.0,0.3,150.0,7.0,7.0,1929.0,1004.0,541.0,14.0,1.0,10.0,0.0,0.0,0.0,0,synthetic_train,
1940.0,1.0,2.2,1.0,6.0,1.0,53.0,0.5,122.0,6.0,17.0,430.0,1953.0,3904.0,7.0,14.0,9.0,0.0,1.0,0.0,3,synthetic_train,
1772.0,0.0,2.6,0.0,2.0,1.0,48.0,0.7,106.0,2.0,8.0,1293.0,1189.0,3721.0,7.0,5.0,8.0,1.0,1.0,0.0,3,synthetic_train,
1233.0,1.0,3.0,1.0,10.0,0.0,36.0,0.4,143.0,2.0,20.0,263.0,1599.0,3514.0,5.0,15.0,12.0,0.0,0.0,1.0,3,synthetic_train,
1478.0,1.0,1.6,1.0,2.0,0.0,24.0,1.0,80.0,3.0,3.0,1157.0,1453.0,1435.0,12.0,10.0,14.0,0.0,1.0,1.0,1,synthetic_train,
803.0,1.0,2.5,0.0,18.0,1.0,12.0,1.0,166.0,1.0,3.0,208.0,685.0,3987.0,6.0,3.0,17.0,0.0,0.0,1.0,3,synthetic_train,
1706.0,0.0,2.4,0.0,12.0,1.0,62.0,0.2,108.0,6.0,12.0,1780.0,971.0,1286.0,13.0,16.0,9.0,1.0,0.0,1.0,1,synthetic_train,
1329.0,1.0,1.6,0.0,5.0,1.0,26.0,0.4,127.0,4.0,16.0,815.0,988.0,3341.0,11.0,18.0,6.0,0.0,1.0,1.0,3,synthetic_train,
1299.0,1.0,2.8,1.0,18.0,1.0,29.0,0.3,103.0,1.0,3.0,499.0,767.0,634.0,14.0,9.0,12.0,0.0,1.0,1.0,0,synthetic_train,
1649.0,0.0,1.5,0.0,15.0,0.0,10.0,0.3,136.0,4.0,10.0,1930.0,1667.0,1418.0,8.0,15.0,13.0,0.0,1.0,1.0,1,synthetic_train,
1449.0,0.0,1.9,1.0,8.0,0.0,19.0,0.5,124.0,7.0,4.0,130.0,1948.0,2417.0,7.0,1.0,7.0,0.0,1.0,1.0,1,synthetic_train,
608.0,1.0,0.8,0.0,2.0,0.0,41.0,0.6,102.0,8.0,15.0,1568.0,1948.0,3878.0,6.0,5.0,3.0,0.0,0.0,0.0,3,synthetic_train,
932.0,0.0,1.1,1.0,6.0,0.0,28.0,0.5,187.0,8.0,11.0,1000.0,791.0,1250.0,6.0,2.0,8.0,1.0,1.0,0.0,1,synthetic_train,
765.0,0.0,2.6,1.0,11.0,0.0,38.0,0.3,171.0,8.0,13.0,1348.0,1173.0,1874.0,6.0,5.0,3.0,0.0,1.0,1.0,1,synthetic_train,
1602.0,1.0,1.5,0.0,15.0,0.0,15.0,0.4,126.0,5.0,5.0,510.0,848.0,3410.0,8.0,7.0,3.0,1.0,0.0,1.0,3,synthetic_train,
552.0,0.0,1.5,1.0,5.0,0.0,7.0,1.0,86.0,8.0,6.0,1728.0,593.0,2023.0,17.0,8.0,20.0,1.0,0.0,0.0,1,synthetic_train,
803.0,0.0,1.1,1.0,14.0,1.0,57.0,0.9,182.0,8.0,13.0,884.0,1427.0,2811.0,14.0,6.0,16.0,1.0,0.0,0.0,2,synthetic_train,
1396.0,0.0,1.7,0.0,5.0,0.0,29.0,0.2,164.0,6.0,7.0,820.0,1788.0,1821.0,8.0,10.0,2.0,0.0,1.0,1.0,1,synthetic_train,
1542.0,1.0,2.5,0.0,4.0,1.0,24.0,0.7,147.0,4.0,14.0,894.0,615.0,270.0,18.0,4.0,8.0,1.0,0.0,1.0,0,synthetic_train,
1254.0,0.0,2.7,1.0,8.0,0.0,20.0,0.5,153.0,8.0,3.0,581.0,1462.0,1315.0,16.0,6.0,6.0,0.0,0.0,1.0,1,synthetic_train,
1791.0,1.0,0.7,0.0,3.0,0.0,43.0,0.7,80.0,4.0,6.0,625.0,551.0,2373.0,16.0,15.0,20.0,0.0,0.0,1.0,2,synthetic_train,
1878.0,0.0,1.9,0.0,8.0,1.0,37.0,0.6,137.0,2.0,2.0,274.0,1763.0,328.0,18.0,10.0,10.0,0.0,0.0,0.0,0,synthetic_train,
698.0,1.0,1.7,1.0,7.0,1.0,26.0,0.9,102.0,1.0,1.0,953.0,595.0,1123.0,16.0,0.0,6.0,1.0,0.0,1.0,0,synthetic_train,
1928.0,1.0,2.0,1.0,5.0,1.0,60.0,0.2,158.0,5.0,5.0,930.0,1152.0,3823.0,19.0,6.0,14.0,1.0,0.0,0.0,3,synthetic_train,
1421.0,1.0,1.6,0.0,15.0,0.0,58.0,0.4,192.0,1.0,10.0,745.0,684.0,313.0,9.0,15.0,11.0,0.0,1.0,1.0,0,synthetic_train,
1454.0,1.0,1.5,0.0,6.0,0.0,14.0,1.0,144.0,1.0,3.0,1932.0,1117.0,1181.0,17.0,3.0,5.0,0.0,1.0,1.0,1,synthetic_train,
642.0,0.0,1.7,0.0,13.0,0.0,42.0,0.3,153.0,2.0,1.0,221.0,1143.0,2574.0,6.0,17.0,7.0,1.0,1.0,1.0,1,synthetic_train,
1432.0,1.0,2.0,1.0,14.0,1.0,63.0,0.2,160.0,5.0,18.0,1785.0,1309.0,2363.0,9.0,5.0,4.0,1.0,1.0,1.0,2,synthetic_train,
1588.0,1.0,1.8,0.0,13.0,0.0,32.0,0.8,192.0,4.0,10.0,1699.0,1743.0,1022.0,18.0,11.0,15.0,1.0,0.0,0.0,1,synthetic_train,
1371.0,1.0,1.7,1.0,5.0,0.0,3.0,0.8,84.0,5.0,15.0,43.0,1993.0,479.0,7.0,9.0,20.0,0.0,1.0,1.0,0,synthetic_train,
626.0,1.0,2.5,1.0,16.0,0.0,10.0,0.7,117.0,5.0,15.0,1375.0,1012.0,3623.0,12.0,11.0,17.0,1.0,1.0,1.0,3,synthetic_train,
1284.0,1.0,2.4,1.0,4.0,1.0,44.0,0.8,112.0,8.0,2.0,410.0,1884.0,2317.0,10.0,15.0,9.0,1.0,1.0,0.0,2,synthetic_train,
1903.0,0.0,1.4,1.0,5.0,1.0,58.0,0.7,166.0,2.0,13.0,81.0,1140.0,2402.0,6.0,2.0,11.0,1.0,0.0,0.0,2,synthetic_train,
1585.0,0.0,2.5,1.0,17.0,1.0,10.0,0.2,134.0,4.0,18.0,1688.0,677.0,472.0,8.0,6.0,3.0,0.0,1.0,1.0,0,synthetic_train,
706.0,0.0,2.6,0.0,6.0,1.0,36.0,0.6,173.0,5.0,9.0,227.0,1399.0,1038.0,13.0,10.0,8.0,1.0,0.0,1.0,0,synthetic_train,
1939.0,0.0,0.9,0.0,13.0,1.0,33.0,0.8,137.0,3.0,18.0,586.0,1583.0,528.0,14.0,4.0,2.0,0.0,1.0,1.0,0,synthetic_train,
1938.0,1.0,2.0,0.0,0.0,1.0,19.0,0.9,198.0,2.0,19.0,189.0,952.0,3920.0,15.0,7.0,16.0,1.0,1.0,0.0,3,synthetic_train,
754.0,1.0,1.2,1.0,12.0,0.0,41.0,0.3,172.0,1.0,11.0,278.0,1383.0,3137.0,6.0,16.0,19.0,0.0,1.0,1.0,2,synthetic_train,
1701.0,0.0,2.3,1.0,17.0,1.0,57.0,0.2,82.0,3.0,2.0,121.0,1148.0,2301.0,9.0,4.0,5.0,0.0,1.0,1.0,2,synthetic_train,
1110.0,0.0,1.1,0.0,14.0,0.0,17.0,0.8,199.0,3.0,12.0,1651.0,717.0,2804.0,6.0,3.0,14.0,0.0,1.0,0.0,2,synthetic_train,
1390.0,1.0,2.2,0.0,11.0,0.0,5.0,0.3,195.0,2.0,18.0,115.0,1079.0,875.0,5.0,11.0,13.0,1.0,0.0,1.0,1,synthetic_train,
1167.0,1.0,1.1,1.0,16.0,0.0,24.0,0.1,85.0,3.0,12.0,1488.0,1140.0,3954.0,10.0,1.0,9.0,1.0,0.0,0.0,3,synthetic_train,
1673.0,1.0,1.8,1.0,5.0,0.0,21.0,0.8,127.0,6.0,16.0,308.0,1012.0,2192.0,14.0,0.0,15.0,1.0,1.0,1.0,2,synthetic_train,
1994.0,1.0,2.9,0.0,7.0,1.0,47.0,0.6,197.0,7.0,11.0,1794.0,1871.0,2189.0,10.0,16.0,14.0,0.0,1.0,1.0,3,synthetic_train,
1692.0,1.0,1.5,1.0,1.0,1.0,35.0,0.4,181.0,5.0,8.0,1662.0,1082.0,3846.0,5.0,5.0,7.0,0.0,1.0,0.0,3,synthetic_train,
1897.0,1.0,2.7,1.0,13.0,1.0,3.0,0.1,136.0,1.0,19.0,1234.0,1438.0,615.0,8.0,2.0,17.0,0.0,1.0,1.0,1,synthetic_train,
1919.0,0.0,3.0,1.0,14.0,1.0,23.0,0.1,145.0,6.0,3.0,1624.0,516.0,1843.0,11.0,12.0,14.0,1.0,1.0,1.0,1,synthetic_train,
635.0,1.0,2.7,0.0,15.0,0.0,48.0,0.8,83.0,2.0,9.0,585.0,969.0,586.0,10.0,9.0,7.0,0.0,0.0,0.0,0,synthetic_train,
880.0,0.0,0.9,1.0,14.0,1.0,32.0,0.5,148.0,1.0,3.0,1535.0,1828.0,1848.0,17.0,8.0,15.0,0.0,1.0,1.0,1,synthetic_train,
1582.0,0.0,2.5,1.0,2.0,1.0,37.0,0.2,160.0,5.0,13.0,434.0,1837.0,1256.0,13.0,8.0,14.0,1.0,0.0,0.0,1,synthetic_train,
